Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
367861,B003B3OOPA,A3KXQYG56G7DLT,arm,0,0,5,1350864000,As Expected,I have not yet used this product.  I have ordered the Nutiva brand in the past and like the product.  This brand was cheaper this time.  I cook with the coconut oil frequently and wanted to have a spare on hand.  This is my spare.  Overall I received the product as expected and on time.  I will order again in the future.
563389,B007JFMH8M,AD5YFE22UHF8W,Michelle Norton,0,0,4,1341964800,Tastes Homemade,"Quaker has yet to disappoint.  I am not a big fan of raisins, but these Soft Baked Oatmeal Cookies with Raisins are the best!  Very chewy and fresh, great for on the go or kids lunches!"
189734,B001EO5Q64,A3K1PTNQ92PMSW,"Dan in SW Michigan ""ddmoit""",0,0,5,1301097600,Believe the Hype,"This is my first introduction to extra virgin coconut oil.  I find it to be every bit as good as other folks have said it is here.  Even spreading a little bit on an English muffin tastes good.  It does have a mild, but very good flavor.  I use it to cook eggs."
355870,B002QWP8H0,A13J40H3KGQ0G8,Mac loverk,0,0,5,1310601600,Dogs love them,Good price. I'm not sure how they help with their teeth but my one dog just had teeth cleaned and just started giving these to her so will see if it's worth the price at the vet.
563210,B007JFMH8M,A2V62Y7O1GCF0N,Alyssonvasquez01,0,0,5,1342396800,In love with aker cookies,"The first thing I noticed when unwrapping my Quaker cookie was the smell. I smelled fresh baked good as soon as I unwrapped my cookie. I received the oatmeal raisin cookie, I'm not a fan of raisins but I was willing to give the cookie a try just based on the amazing smell. When I took my first bite I was in love, the cookie was soft and moist and when it was gone I found myself wanting more. I totally recommend people try this amazing cookie for themselves."
23855,B0013NUGDE,A24ZV048V7J0MT,"Murphy ""Goldenmom""",0,0,3,1328486400,So So,"I have to agree with the recent reviews, these are just so so as far as taste.  I bought them as a lightning deal special thinking these would be a little healthier and keep me away from the Kettle chips that I love...after eating a bag of these, I want the Kettle chips back.  They are ok but not as good as a fried chip.  Maybe eating these will discourage me from chips period.  Like some other people making comments, I'll probably finish the box and not buy again.  They remind me of Pringle chips just smaller and maybe a little puffier."
563687,B007JFMH8M,A6EE2QHQ92AM1,Sweetypie,0,0,5,1341792000,Pleasantly suprised,I have never been a huge fan of oatmeal cookies but I would have to say these are very delicious! Just the right amount of raisins & they have a very nice texture. I would buy these again!
329998,B002QWHJOU,A2XYBW17T0KI5R,mmq1943,0,5,2,1325030400,wrong size,I ordered the large size but received the regular size for dogs 25-50 lbs.  My dog is 75 lbs and needs the other size.
74679,B0026RQTGE,A2XFE06WLWRFY5,MacMarv,0,0,3,1350345600,Jumbo Greenies-Good but Very Expensive,"Bought the Jumbo Greenies for my Black Lab. He loved them, but at $2.66 each they are way too expensive for regular use.  Didn't notice any difference in breath which was the primary reason for buying."
563873,B007JFMH8M,A1A1BM6N28X9J0,Debbie Olson,1,3,1,1344124800,"Quaker Soft Baked Oatmeal Cookie, Raisins","If I could give it zero stars I would......horrible taste and not much of that either. Like a very hint of molasses that was too old to use. If I had never had an oatmeal raisin cookie before and this was my first taste of one I would never try one again. QUAKER....pull these off the shelves of any store selling them and throw them in the garbage where they belong. This product gives Quaker a bad name. PLEASE.... don't waste your money on these and don't tell your kids they can have one for a treat, they are more like something you would give them for a punishment...."
189855,B001EO5Q64,AQB7N2G3D0G3Z,evansmom49,1,16,1,1331251200,Don't buy it!,This was a 2 pack.  One of the jars had obviously been opened before.  The shipping box was slimy from whatever amount of oil seeped out.  So my great deal on a 2 pack turned into an OK deal for a one pack.  I will not purchase a Nutiva product again.  Beware that all grocery items are not able to be returned.
23817,B0013NUGDE,A3IQJMA8MMNINJ,L S,0,0,5,1330992000,REALLY GOOD!,My teenage daughter and all of her friends keep eating these. They are really tasty and the chili lime is my personal favorite. It's a good thing that they send a whole case because my daughter says her friends are hooked!
21548,B002QWP89S,A2YCEKVUN1W5F1,"K. Salinger ""MBA, MSN, FNP, RN""",0,2,2,1334793600,I like Greenies but these are too tiny and snap in half,"I'm a fan of Greenies for dogs. However, this size is just too small and almost immediately snap in half. The issue with that is they end up chewing each 1/2 down to a size that is easy to gag and choke on. Part of the advantage to Greenies is that they're supposed to break down to tiny bits that are easily swallowed. These breaking in half defeats the purpose.<br /><br />For puppies and even for grown up tiny dogs I recommend going one size up."
368068,B003B3OOPA,A3AISAZ3YS9JOS,V. Millian,9,9,4,1284940800,Great for everything,"I started using this product as a dietary supplement which boost your energy and also helps me feel fuller faster, the taste isn't bad, its just really oily. Also I love it as a conditioner, I put it in my hair overnight or sometimes for 3hours and the next morning when I wash my hair its so managable,bouncy and defines my natural curls, I am african-american and this works great on my hair especially cause my hair is really thick, also I use on my skin(face) and it make my face feel nice and smooth it gives that natural glow. I really like how fast I recieved my product and was able to keep track of it, also the sender responded in a timely manner when I emailed them so they can take the hold off, so i can pick it up at my local ups store"
330004,B002QWHJOU,A24PH6RGFDHXHU,"rolf neumann ""junglerolf""",1,24,3,1243728000,Greenies never has clear description,"hello,<br /><br />i don't care if it's manufacturer's or Amazon's description, but it's weak. 1, you can't blow up product picture. 2. description is inconsistent. sometimes it states quantity in box, but most of the time, it does not, as with this size ""petite"". by the way, can someone tell the manufacturer it's bad french, there's no ""e"" at the end?!<br /><br />thanks"
21258,B002QWP89S,A12U37FSBL495N,Puppyluv,0,0,4,1322956800,Not a huge fan of the ingrediants but my dog loves them,"My 11 year old dog loves greenies!  It's the best treat besides the smoked salmon he regularly gets.  The smell weird and the ingrediants are not that clean, but he's a fairly picky dog."
189842,B001EO5Q64,A36FN6ZJX7YRHB,Jeanne,2,8,1,1343260800,Not as advertised,"I have ordered this product before and have always been happy. However I was very disappointed with this order as one of the tubs was NOT extra virgin. The product was yellow and had a burnt smell which means it was not cold pressed extra virgin, even though it was labelledcas such  Very deceptive and dishonest business practice."
329742,B002QWHJOU,A1BA3HEE3KPKGN,PaulyEddyFreddy,3,3,5,1293321600,Great for Treats and Teeth,"These Greenies are a great buy. I used to get the Petite size for my Bicon/Poodle and my Bichon, but found that you get more treats with the Teenies and the dogs enjoy them just as much. So, if you have small dogs up to say 25 or 30 pounds, the Teenies are the best. I don't think you can find them any cheaper."
24021,B0013NUGDE,AIQZWUEP9WOEI,"N. Martinez ""Fit Lady""",0,0,5,1286668800,SO YUMMY,You can never go wrong with Popchips if you're looking for a healthy AND tasty snack.  The best BBQ chips ever!
356064,B002QWP8H0,A4BCBSJTWHOU6,dogowner,1,3,3,1337558400,I don't recommend this treat for your dog.,"From a taste perspective, your dog will probably love this product; however, I do not recommend that you buy it for your dog.  As with any dental treat, the purpose is for the dog to chew it and work the toothpaste that is in the treat around the teeth to get them nice and clean.  The problem with this treat is that dogs will literally eat them in three bites, which means that the treat is not working on the teeth.  Also, because the dog eats them in three bites, this product is much more likely to put your dog at risk of choking on them.  This product is very expensive and, from my opinion, I just don't recommend them."
355777,B002QWP8H0,A1Y3MEJHL8AIJ0,PATCHES,0,0,5,1323216000,TASTY TREATS,MY DOG LOVES THEM. SHE GETS THEM EVERY MORNING AFTER SHE GOES OUT. SHE WON'T SETTLE DOWN UNTIL AFTER SHE HAS ONE. SHE WON'T LET ME FORGET ABOUT THEM. SHE LOOKS FOWARD TO IT EVERY DAY.
367784,B003B3OOPA,A1GB01OO4VYEL8,The Factor Viewer,1,1,4,1327017600,Skin Softener,Really softens the skin and works well in the summer.  I mix this with Shea butter often for optimal results.  I also add some to a nice bath and it really does wonders on the skin.
24176,B0013NUGDE,A1BAE6217W78NS,Morrigan Cider,0,2,1,1347580800,Bought it for kids and wife,They said the salt and vinegar were horrible! Blecht! Couldn't get the awful taste out of their mouth. Now i'm stuck with this box of popchips! lol.
189501,B001EO5Q64,A1Y729ROMO3K7T,LynnsBeagle,1,1,4,1298851200,Coconut Oil,"I used the coconut oil to moisturize my skin and it does just that.  Although the product probably wasn't solely intended for this purpose, I've read that it can help with dry skin.  The smell could be better, but again, the product wasn't specifically intended for this use.  It melts at body temperature and glides on very nicely."
368056,B003B3OOPA,ABPONH4HDGZ8H,"Chase Barton ""Chase""",0,1,2,1348531200,It would have been 5 stars but a whole section of the coconut oil was missing from the jar,"I never write reviews, because I have not had any complaints on any of my products that I have purchased through Amazon.  I understand that its not just about bad reviews but good ones too, but for me the product is always great unless I am writing a review.  Thus here I am writing a review today.  I must state that if the coconut oil had not been missing an entire section of coconut oil from the right side of the jar, I would be giving this product 5 stars.  I love the taste, quality, shipping time etc., but the missing oil in the right side of the jar (the oil is solid) shocked the heck out of me.  I would have written something earlier about this, but I just haven't had the time.  Every time I look in the jar though, it still shocks me.  I wondered if it was due to the way the product was packaged.  Maybe it rolled onto its side and caused the top to be more full and the right side to be empty, however, it wasn't full to the top.  Also it's solid and I didn't order it during the warm months for it to be liquid and change.  So, yes, I feel ripped off.  However, I'm using the coconut oil because I do need it and already have it in my possession.  I will not be buying my now bi-monthly supply again through this dealer though, unless they decide to make this right."
329847,B002QWHJOU,ANPR395RBZ9HB,rpmkem,2,2,5,1334188800,Dog loves them,The new Greenies are so much easier for our dog to chew up. She only gets 1-2 per week but enjoys them each time. Buying them via Amazon always saves us money.
563383,B007JFMH8M,AKOO2TYRAMHLO,courtney,0,0,4,1341964800,really good,I really liked them they was the best box of cookies I gotten so far I will be getting them again real soon
356084,B002QWP8H0,A39JZ9W8P2PIFU,Vivek Puppala,2,7,3,1292371200,Best price...,"I'm not sure how much I like this product because I'm always a little concerned our puppies might choke on the Greenies which tend to be a bit small.  When it comes to oral hygiene, I actually prefer the CET chews:  <a href=""http://www.amazon.com/gp/product/B001P3PR54"">C.E.T. Enzymatic Oral Hygiene Chews for Petite Dogs, 30 Chews</a>.  Having said that, if you already know you like Greenies, this seems to be the best price anywhere..."
23700,B0013NUGDE,A2I18AO597DSDI,"David Pearlman ""sound fanatic""",1,1,4,1280707200,A lower calorie alternative to standard chips: 120 calories/oz. A bit flavorless in native state but good when flavored,"The eternal dieter's quest: A replacement for oily, fatty, and oh-so-addictive real potato chips. Sure, you can get the baked versions, but they lack a bit in both the crunch and flavor categories. And they cost a lot.<br /><br />So the quest continues. I got a case of these PopChips, cheddar flavor, through Amazon, inspired by a good sale and thoughts of ""there must be something better"".<br /><br />The first thing I noticed was the calorie count: A substantial 3oz bag of these chips (a lunch bag is 1oz) has only 360 calories (120 calories per ""serving""), of which 35 are fat calories. Those are better numbers than tradition potato chips, which run around 160 calories for a 1oz serving, and which get 80-90 of those calories from fat. (Calorie counts can vary dramatically upward depending on the chips, but these numbers are typical). Better--and this is where the calories don't tell the whole story--a 1 oz serving feels larger, because these PopChips are puffed larger.<br /><br />But don't let that word ""puff"" scare you. They DO have a major non puffy tasting solid crunch to them. The flavor is also pretty good and the best part: Look Ma, no orange crap on my hands! That's a big plus for a cheddar flavored chip...Take that Cheetos!<br /><br />I liked the cheddar ones so much, I ordered the BBQ ones as well, and they're even better tasting (IMHO).<br /><br />One thing to note: These are low(er) fat, low(er) calories, but not low sodium. A 1oz portion has 290mg of sodium (12% of the recommended daily intake for a normal person). If you are on a salt restricted diet, or if you don't like salt, think twice...<br /><br />On the whole, these are good, tasty, and most importantly, satisfying, while at the same time less caloric (and much less fatty) than standard potato chips. They are saltier than many would prefer, but presuming you are not on a salt restricted diet, they'll be OK. As a bonus, they are supposed ""all natural"". Personally, I don't care about that last point, but it's certainly not a bad thing!<br /><br />One last thing: You will find some diets that claim it's not the calories, it's the source of the calories. Hogwash. It IS the calories. No chip is diet worthy in big quantities. Consider the calories and  your total caloric intake, and make the personal decision whether these make sense.<br /><br />Try them yourself...Amazon offers a sampler package with multiple varieties, and that might be the best way to sample them."
368087,B003B3OOPA,A14XZTV8WCM1GI,A. Rowell,1,4,2,1344556800,Liquid not Cream,"I have this product set up to automatically ship every two months.  I have received several shipments and they all were creamy.  However, my last shipment was in liquid form.  I mix the coconut oil with products for my hair so I like the creamy formula.  Depending on your use, the liquid may work for you."
189462,B001EO5Q64,A2VOXTQAUL9VXX,Ma,1,1,5,1326153600,Excellent product,I use this oil for my son as a moisturising oil after bath. This product is far better than other coconut oils I have used.It is a lot fresher than most sold in the market.<br />This also works as an excellent hair oil. I am very happy with this product.
23705,B0013NUGDE,A34TOR2YU15I7W,"Susan J. Henry ""cyclist""",1,1,4,1277164800,Delicious!,BBQ Pop Chips are a delicious tasting healthier chip than many on the market.  They are light and full of flavor.  The 3 oz bags are a great size to have. I would recommend them to anyone.
367872,B003B3OOPA,A3W2I2P178GDT5,SS,0,0,5,1349827200,Raw,Using this product as a natural moisturizer for my hair was one of the best decision that I have ever made. It does not leave a greasy feeling. It smells great and leaves a shine for healthy hair.
21539,B002QWP89S,A1UZU257P5V8QL,"Mary G. Ray ""mary""",8,14,1,1329004800,These scare me.  Look at what I've found online:,"I was all set to buy these thinking they'd be great for my dog.  Then I found:<br /><br />""At least 13 dogs have died after being fed the top-selling pet treat in the country, owners and veterinarians have told CNN. The problem comes because the treats, called Greenies, become lodged in a dog's esophagus or intestine and then some veterinarians say they don't break down. A CNN investigation uncovered 40 cases since 2003 where a veterinarian had to extract a Greenie from a dog after the treat became lodged either in the animal's esophagus or intestine. In 13 of those cases, the pet died.""<br /><br />The directions also tell customers to monitor dogs to ensure the treat is adequately chewed and to always offer water after feeding. ""Gulping any item can be harmful or even fatal to a dog,"" the directions say.<br /><br />Some vets and pet owners say the directions are unrealistic.  ""These things tend to be wolfed down,"" said Dr. Brendan McKiernan, a board certified internist at the Wheat Ridge Animal Hospital outside Denver. ""They are meant to be chewed carefully, but that's like giving a sharp knife to your 2-year-old. Dogs can't be controlled that way.""  [...]<br /><br />Even though the info from these links may be BEFORE they improved them, and considering the following quote:  ""At the end of the day ... literally millions of Greenies are enjoyed by dogs on a weekly basis with absolutely no incidents,""<br />[...]<br /><br />I'm still extremely leary."
189660,B001EO5Q64,A1M5D0DG09UGVM,Bonne Maman,9,9,4,1185494400,small size for the price,This oil is not as opaque as pictured.  I made delicious coconut ice cream first.  Then I tried it on toast and it didn't really taste like anything.  I will use this item when coconut flavor is required in baking.<br /><br />This item really shone when it was used for frying Indian spices.  The spices for once did not burn and the fragrance was amazing.  It is a true flavor enhancer.<br /><br />gme
24193,B0013NUGDE,A10X7DZ3WOE9YG,"Cristina Growden ""Former Marketplace book seller""",1,5,1,1325635200,Is this food?,"This is for the regular flavor...<br />I give it zero starts, it was so bad.<br />Hard to believe this is food, and really hard to believe all of the good reviews.  I felt like I was eating packing material, and it left a slimy, yucky residue in my mouth.  Totally disgusting.  BBQ Stix are way better!"
75198,B0026RQTGE,A2D9ZDPJ6YJVO,Sadie,0,2,1,1333929600,Dog wont eat them,Had to buy another box of the same thing at Petsmart. She eats those.  Must not be fresh.  How can you tell when they look the same.
563846,B007JFMH8M,AYNAH993VDECT,bsg2004,0,0,1,1343606400,"Average Taste, Bad Calories, Insanely long list of ingredients","The Quaker Soft Baked Oatmeal Cookie, Raisins have very good packaging, one relatively sturdy outside box and individually wrapped cookies inside. This is the high point. It goes down hill from there.<br /><br />Let me start with the taste. It is average at best, it is soft, but very cardboardy in taste which makes the sweetness of the raisins stand out even more. Often times with food, the trade-offs are great taste with bad nutrition versus average/bad taste with good nutrition. This one has both average/bad taste and bad nutrition. So what's the point of eating not-very-tasty junk food?<br /><br />Because let's face it, that's what this is. The list of ingredients is unnaturally long - 16 lines (yes sixteen lines) of ingredients on the box, including fan favorite Corn Syrup. This is just an oatmeal cookie for crying out loud.<br /><br />And here's the bad nutrition: 170 calories per cookie, including 5% cholesterol, 12g sugars, 6% sodium (150mg). On the plus side, 4g of dietary fiber and 2g of protein. Other numbers from the label: 6g of fat (1.5g saturated), 27g total carbs, and single digit percentages of iron and calcium. Each cookie weighs around 1.5 ounces, so this is not a giant cookie.<br /><br />If you are going to eat a cookie, at least eat a cookie you actually like. Otherwise, what's the point?"
21137,B002QWP89S,AL27KM5PT06W6,lucy'smom,0,0,3,1340323200,Container problem,"I have used these little treats for our 2 dogs for a while and never had a problem.  This time the container arrived a little dented and when I opened it, discovered that the inside pouch had been damaged and the greenies are stuck together.  Disappointing."
189511,B001EO5Q64,A1Y6MDTKME3LYO,Yoopie,1,1,4,1292198400,Coconut Oil,This is by far the best coconut oil out there.  I have tried many but some taste and/or smell rancid.  This product is fresh with a hint of sweetness.  I will never buy any other brand again.
329750,B002QWHJOU,A3M6DAPWLDKFYT,Buff Warne,0,0,4,1316476800,Good value - good price,"This product is a good value, good price.  Greenies can be much more expensive in pet food store.  Item is delivered quickly and it is sealed.  They always seem to be fresh and consistent.  I feed my dog (1) day so I go through them quickly."
356078,B002QWP8H0,A1J1F8B09O6URF,Lily,2,6,3,1318377600,My Dogs love them,My  dogs love them.. They are pricey for a treat tho!<br />I did not notice any change on their teeth -plaque stayed the same.. even tho I gave it to my  dog 2 times a day for few months. Still needed to go to the vet for  deep teeth cleaning.
563632,B007JFMH8M,A320NOWKQWX6V6,Missy B,0,0,2,1341878400,"Just ""meh"" - Definiately not a healthy choice!","Chock full of sugar!  Absolutely not something I would serve to my family.  Obviously, all cookies have sugar in them, but these seem to be a bit excessive."
189699,B001EO5Q64,AE3QRYV2UOIZ2,emeraudestar,0,0,3,1319846400,Not the same...,"Coconut oil is really great for my skin, especially on my eczema.<br />I am just disappointed that one of the tubs was opened and exposed.<br /><br />Not sure if I am buying this product from Amazon again..."
189853,B001EO5Q64,A24IE3Z2UHSLO8,"gabriel ""person!""",21,58,1,1299542400,why plastic jars?,"These just arrived and I was very disappointed to see that the jars are plastic. I thought Nutiva was a more ""green"" company than to cut corners like that. Sure, it's recyclable: once. Glass is a better choice, especially since this is an oil and every other day a new study comes out showing how much plastic packaging leaches into food. I wish the product description on Amazon would mention how it's packaged."
367793,B003B3OOPA,A3SJYYKZFNWDGX,"NewlyWed ""Heather""",1,1,5,1322697600,Great multi purpose product,"I purchased this coconut oil to use on my dry skin and to make my own facial wipes. Coconut is a natural antibacterial agent, so it's perfect for a facial wipe. The smell is great, very mild coconut smell, it's a great moisturizer, I use it as a hair treatment - the only thing I haven't done is use it as a supplement but at this price you could do so easily!"
329705,B002QWHJOU,A82YGCB4KNFB8,Franco Caliz-aguilar,0,0,4,1320019200,Well...,My dog's bad breath went away...but as for long term health effects I have no idea whether positive or negative. My dog likes them and they've been recommended to me by everyone around. Amazon tends to beat the box xstores by 5-7$ a box.
21299,B002QWP89S,A2TB91BKWWY6N1,Skip Rohde,0,0,5,1317600000,Greenies,My dogs look forward to this treat every morning. It helps the breath issue and satisfies the chewing need as well! I can't be without them.
189839,B001EO5Q64,A1LZMQ0ORNMY4S,Deb,0,3,3,1328745600,Nutiva Organic Extra Virgin Coconut Oil,"The smoke temperature is very low and it is difficult to get out of the canister as it crumbles when trying to spoon some.  It also evaporates quickly.<a href=""http://www.amazon.com/gp/product/B001EO5Q64"">Nutiva Organic  Extra Virgin Coconut Oil, 15-Ounce Tubs (Pack of 2)</a>"
563219,B007JFMH8M,A2MFSX1QO1O6XL,StevieAlaine,0,0,3,1342310400,Won't replace homemade,"The kids LOVED this, but I mean, hey it's a large, soft, chewy cookie, of course they are going to love this. Hubby is a little more accustomed to my homemade cooking so he could take it or leave it. I thought there could be a few more raisins in it.<br /><br />Thank you influenster for allowing me to try this product."
75191,B0026RQTGE,A1JI6R4EP20WGJ,Sea,1,3,1,1343606400,puppy didn't like,"Bought the big box to be economical..bad choice. My dog ate one reluctantly and then never ate another--and this was over months.  I gave them to a friend.  My friend who owns a dog store said that many dogs have digestive upset with these, so I'm not sad that my dog didn't like them."
23862,B0013NUGDE,ATGKNPXJIBE42,Carol Sausen,0,0,4,1328140800,Great Flavor,This flavor is very good and unexpected.  The flavor of the cheese and garlic go well together and they are very crispy and satisfying.
